EntityOfficialName,EntityStatus,EntityPhone,EntityPhysicalStreet,EntityPhysicalCity,EntityPhysicalState,EntityPhysicalZip4,DistrictOfficialName,EntityActualGrades,EntityReligiousOrientationName
Barclay Hills Education Center,Open-Active,2694881470,1125 EAST MOSEL AVE,KALAMAZOO,MI,490041042,Parchment School District,"6,7,8,9,10,11,12",
Parchment Central Elem. School,Open-Active,2694881000,516 NORTH ORIENT ST,KALAMAZOO,MI,490041757,Parchment School District,"KG,1,2,3",
Parchment High School,Open-Active,2694881100,1916 EAST G AVE,KALAMAZOO,MI,490041705,Parchment School District,"8,9,10,11,12",
Parchment Middle School,Open-Active,2694881200,307 NORTH RIVERVIEW DR,KALAMAZOO,MI,490041309,Parchment School District,"6,7,8",
Parchment North Elem. School,Open-Active,2694881400,5535 KEYES DR,KALAMAZOO,MI,490041581,Parchment School District,"1,3,4,5",
Parchment Northwood Elem. School,Open-Active,2694881300,600 EDISON ST,KALAMAZOO,MI,490043621,Parchment School District,"KG,1,2,3",
Parchment/Comstock Alt. Ed.,Closed,,520 N Orient St,Kalamazoo,MI,490041757,Parchment School District,,
12th Street Elementary,Open-Active,2693236900,6501 SOUTH 12TH ST,PORTAGE,MI,490241705,Portage Public Schools,"DevK,KG,1,2,3,4,5",
Administration Building,Closed,6163297400,8111 S Westnedge Ave,Portage,MI,490025433,Portage Public Schools,,
Amberly Elementary School,Open-Active,2693235900,6637 AMBERLY ST,PORTAGE,MI,490243104,Portage Public Schools,"DevK,KG,1,2,3,4,5",
Angling Road Elementary School,Open-Active,2693236000,5340 ANGLING RD,PORTAGE,MI,490245603,Portage Public Schools,"DevK,KG,1,2,3,4,5",
Central Elementary School,Open-Active,2693236100,8422 SOUTH WESTNEDGE AVE,PORTAGE,MI,490025402,Portage Public Schools,"DevK,KG,1,2,3,4,5",
Haverhill Elementary School,Open-Active,2693236200,6633 HAVERHILL AVE,PORTAGE,MI,490243328,Portage Public Schools,"DevK,KG,1,2,3,4,5",
Lake Center Elementary School,Open-Active,2693236300,10011 PORTAGE RD,PORTAGE,MI,490027249,Portage Public Schools,"DevK,KG,1,2,3,4,5",
Moorsbridge Elementary School,Open-Active,2693236400,7361 MOORS BRIDGE RD,PORTAGE,MI,490244029,Portage Public Schools,"DevK,KG,1,2,3,4,5",
Portage Central High School,Open-Active,2693235200,8135 SOUTH WESTNEDGE AVE,PORTAGE,MI,490025433,Portage Public Schools,"9,10,11,12",
Portage Central Middle School,Open-Active,2693235600,8305 SOUTH WESTNEDGE AVE,PORTAGE,MI,490025437,Portage Public Schools,"6,7,8",
Portage Community High School,Open-Active,2693236700,1010 WEST MILHAM AVE,PORTAGE,MI,490241263,Portage Public Schools,"9,10,11,12",
Portage North Middle School,Open-Active,2693235700,5808 OREGON AVE,PORTAGE,MI,490241218,Portage Public Schools,"6,7,8",
Portage Northern High School,Open-Active,6163235400,1000 IDAHO AVE,PORTAGE,MI,490241233,Portage Public Schools,"9,10,11,12",
Portage West Middle School,Open-Active,2693235800,7145 MOORS BRIDGE RD,PORTAGE,MI,490244025,Portage Public Schools,"6,7,8",
Waylee Elementary School,Closed,2693236500,8106 Waylee St,Portage,MI,490025550,Portage Public Schools,"RetK,RetK-Part,KG-Part,1,2,3,4,5",
Woodland Elementary School,Open-Active,2693236600,1401 WOODLAND DR,PORTAGE,MI,490244254,Portage Public Schools,"DevK,KG,1,2,3,4,5",
Schoolcraft Early Elem. School,Closed,2694887200,300 EAST CASS ST,SCHOOLCRAFT,MI,49087    ,Schoolcraft Community Schools,"DevK,KG",
Schoolcraft Elementary School,Open-Active,2694887250,611 EAST CLAY ST,SCHOOLCRAFT,MI,490878907,Schoolcraft Community Schools,"DevK,KG,1,2,3,4",
Schoolcraft High School,Open-Active,2694887350,551 LYONS,SCHOOLCRAFT,MI,49087    ,Schoolcraft Community Schools,"9,10,11,12",
Schoolcraft Middle School,Open-Active,2694887300,747 EAST CLAY ST,SCHOOLCRAFT,MI,49087    ,Schoolcraft Community Schools,"5,6,7,8",
Indian Lake Elementary School,Open-Active,2693211400,11901 SOUTH 30TH ST,VICKSBURG,MI,490979110,Vicksburg Community Schools,"DevK,KG,1,2,3,4,5",
Sunset Lake Elementary School,Open-Active,2693211500,201 NORTH BOULEVARD ST,VICKSBURG,MI,490971507,Vicksburg Community Schools,"DevK,KG,1,2,3,4,5",
Tobey Elementary School,Open-Active,2693211600,8551 LONG LAKE DR E,SCOTTS,MI,490888717,Vicksburg Community Schools,"KG,1,2,3,4,5",
Vicksburg High School,Open-Active,2693211100,501 EAST HIGHWAY ST,VICKSBURG,MI,490971338,Vicksburg Community Schools,"9,10,11,12",
Vicksburg Middle School,Open-Active,2693211300,348 EAST PRAIRIE ST,VICKSBURG,MI,490971253,Vicksburg Community Schools,"6,7,8",
Vicksburg Pathways High School,Open-Active,2693211020,301 S. Kalamazoo Street,Vicksburg,MI,490971308,Vicksburg Community Schools,"9,10,11,12",
Youth Advancement Academy,Open-Active,2693534193,6750 CHIME ST,KALAMAZOO,MI,49009,Youth Advancement Academy,"7,8,9,10,11,12",
Academy of Health and Science,Closed,6163659970,1710 Woodworth St NE,Grand Rapids,MI,495252301,Academy of Health and Science,"7,8,9,10",
Byron Center Charter School,Open-Active,6168784852,9930 BURLINGAME AVE SW,BYRON CENTER,MI,493158631,Byron Center Charter School,"KG,1,2,3,4,5,6,7,8,9,10,11,12",
Brown Elementary School,Open-Active,6168786200,8064 BYRON CENTER AVE SW,BYRON CENTER,MI,493158723,Byron Center Public Schools,"DevK,KG,1,2,3,4",
Byron Center High School,Open-Active,6168786600,8500 BURLINGAME AVE SW,BYRON CENTER,MI,493156941,Byron Center Public Schools,"9,10,11,12",
Byron Center West Middle School,Open-Active,6168786500,8654 HOMERICH AVE SW,BYRON CENTER,MI,493159220,Byron Center Public Schools,"6,7,8,9",
Countryside Elementary School,Open-Active,6168786900,8200 EASTERN AVE SE,BYRON CENTER,MI,493159317,Byron Center Public Schools,"DevK,KG,1,2,3,4",
Marshall Elementary School,Open-Active,6168786300,1756 64TH ST SW,BYRON CENTER,MI,493158694,Byron Center Public Schools,"DevK,KG,1,2,3,4",
Northwest Byron Elem. School,Closed,6165310180,6636 Homerich Ave SW,Byron Center,MI,493159421,Byron Center Public Schools,"1,2,3,4",
Rider Elementary School,Closed,6165310180,9930 Burlingame Ave SW,Byron Center,MI,493158631,Byron Center Public Schools,"1,2,3,4",
Robert L. Nickels Intermediate School,Open-Active,6168786400,8638 BYRON CENTER AVE SW,BYRON CENTER,MI,493159201,Byron Center Public Schools,"3,4,5,6,7",
Caledonia Elementary School,Open-Active,6168918181,9770 DUNCAN LAKE AVE SE,CALEDONIA,MI,493169411,Caledonia Community Schools,"KG,1,2,3,4,5",
Caledonia High School,Open-Active,6168918129,9050 KRAFT AVE SE,CALEDONIA,MI,493167304,Caledonia Community Schools,"9,10,11,12",
Duncan Lake Early Childhood Center,Open-Active,6168916220,9751 DUNCAN LAKE AVE SE,CALEDONIA,MI,493169411,Caledonia Community Schools,DevK,
Duncan Lake Middle School,Open-Active,6168911380,9757 DUNCAN LAKE AVE SE,CALEDONIA,MI,493169411,Caledonia Community Schools,"6,7,8",
Duncan Lake Transitions Program,Open-Active,6168918145,9753 DUNCAN LAKE AVE SE,CALEDONIA,MI,493169411,Caledonia Community Schools,,
Dutton Elementary School,Open-Active,6166988982,3820 68TH ST SE,CALEDONIA,MI,493168384,Caledonia Community Schools,"KG,1,2,3,4,5",
Emmons Lake Elementary School,Open-Active,6165288100,8950 KRAFT AVE SE,CALEDONIA,MI,493167303,Caledonia Community Schools,"KG,1,2,3,4,5",
Glenmor High School,Closed,6168918236,8948 KRAFT AVE SE,CALEDONIA,MI,493167303,Caledonia Community Schools,"9,10,11,12",
Kettle Lake Elementary School,Open-Active,6168686113,8451 GARBOW DR SE,ALTO,MI,493029162,Caledonia Community Schools,"KG,1,2,3,4,5",
Kraft Meadows Middle School,Open-Active,6168918649,9230 KRAFT AVE SE,CALEDONIA,MI,493167305,Caledonia Community Schools,"6,7,8",
Paris Ridge Elementary,Open-Active,6168917033,4690 PARIS RIDGE AVE SE,CALEDONIA,MI,493169233,Caledonia Community Schools,"KG,1,2,3,4,5",
Beach Elementary School,Open-Active,6166960350,204 EAST MUSKEGON ST,CEDAR SPRINGS,MI,493199326,Cedar Springs Public Schools,"2,3",
Beach Elementary School,Closed,6166960350,204 E Muskegon St,Cedar Springs,MI,493199326,Cedar Springs Public Schools,"2,3",
Cedar Springs Elementary,Closed,6166969102,204 E Muskegon St,Cedar Springs,MI,49319,Cedar Springs Public Schools,"2,3,4",
Cedar Springs High School,Open-Active,6166961200,204 EAST MUSKEGON ST,CEDAR SPRINGS,MI,493199326,Cedar Springs Public Schools,"9,10,11,12",
Cedar Springs Middle School,Open-Active,6166969100,4873 16 MILE RD NE,CEDAR SPRINGS,MI,493198435,Cedar Springs Public Schools,"7,8",
Cedar Trails Elementary School,Open-Active,6166969884,204 EAST MUSKEGON ST,CEDAR SPRINGS,MI,493199326,Cedar Springs Public Schools,"DevK,KG,1",
Cedar View Elementary School,Closed,6166969102,204 E Muskegon St,Cedar Springs,MI,493199326,Cedar Springs Public Schools,"4,5",
Cedar View Elementary School,Open-Active,6166969102,204 EAST MUSKEGON ST,CEDAR SPRINGS,MI,493199326,Cedar Springs Public Schools,"4,5,6",
New Beginnings Alternative High School,Open-Active,6166961203,204 EAST MUSKEGON ST,CEDAR SPRINGS,MI,493199326,Cedar Springs Public Schools,"9,10,11,12",
R1TS,Open-Active,6166960580,204 EAST MUSKEGON ST,CEDAR SPRINGS,MI,493199326,Cedar Springs Public Schools,,
Red Hawk Elementary,Open-Active,6166967330,204 EAST MUSKEGON ST,CEDAR SPRINGS,MI,493199326,Cedar Springs Public Schools,6,
Chandler Woods Charter Academy,Open-Active,6168666000,6895 SAMRICK AVE NE,BELMONT,MI,493068844,Chandler Woods Charter Academy,"KG,1,2,3,4,5,6,7,8",
Comstock Park Admin Center,Closed,6167849847,100 Betty St NE,Comstock Park,MI,493219116,Comstock Park Public Schools,6,
Comstock Park Flex Academy,Open-Pending,6162545016,150 6 MILE RD NE,COMSTOCK PARK,MI,493218022,Comstock Park Public Schools,"9,10,11,12",
Comstock Park High School,Open-Active,6162545200,150 6 MILE RD NE,COMSTOCK PARK,MI,493218022,Comstock Park Public Schools,"9,10,11,12",
Mill Creek Middle School,Open-Active,6162545100,100 BETTY ST NE,COMSTOCK PARK,MI,493219116,Comstock Park Public Schools,"6,7,8",
North Kent High School,Closed,6162545400,475 6 MILE RD NW,COMSTOCK PARK,MI,493219694,Comstock Park Public Schools,"9,10,11,12",
Pine Island Elementary,Open-Active,6162545500,6101 PINE ISLAND DR NE,COMSTOCK PARK,MI,493219541,Comstock Park Public Schools,"3,4,5",
Stoney Creek Elementary,Open-Active,6162545600,200 LANTERN DR NE,COMSTOCK PARK,MI,49321    ,Comstock Park Public Schools,"KG-Part,1,2",
Covenant House Academy Grand Rapids,Open-Active,6163642000,50 Antoine St SW                                            ,Grand Rapids                                                ,MI,495071002,Covenant House Academy Grand Rapids,"9,10,11,12",
Creative Technologies Academy,Open-Active,6166964905,350 PINE ST,CEDAR SPRINGS,MI,493198680,Creative Technologies Academy,"KG,1,2,3,4,5,6,7,8,9,10,11,12",
Cross Creek Charter Academy,Open-Active,6166564000,7701 KALAMAZOO AVE SE,BYRON CENTER,MI,493159320,Cross Creek Charter Academy,"KG,KG-Part,1,2,3,4,5,6,7,8",
Breton Downs School,Open-Active,6162357552,2500 BOSTON ST SE,GRAND RAPIDS,MI,495064787,East Grand Rapids Public Schools,"KG,1,2,3,4,5",
East Grand Rapids High School,Open-Active,6162357555,2211 LAKE DR SE,GRAND RAPIDS,MI,495063026,East Grand Rapids Public Schools,"9,10,11,12",
East Grand Rapids Middle School,Open-Active,6162357551,2425 LAKE DR SE,GRAND RAPIDS,MI,495063118,East Grand Rapids Public Schools,"6,7,8",
Lakeside School,Open-Active,6162357553,2325 HALL ST SE,GRAND RAPIDS,MI,495064045,East Grand Rapids Public Schools,"KG,1,2,3,4,5",
Wealthy School,Open-Active,6162357550,1961 LAKE DR SE,GRAND RAPIDS,MI,495063045,East Grand Rapids Public Schools,"KG,1,2,3,4,5",
Woodcliff Art Center,Closed,6162353535,2915 Hall St SE,Grand Rapids,MI,495063111,East Grand Rapids Public Schools,"1,2,3,4,5",
Excel Charter Academy,Open-Active,6162819339,4201 BRETON RD SE,GRAND RAPIDS,MI,495123857,Excel Charter Academy,"KG,KG-Part,1,2,3,4,5,6,7,8",
Ada Elementary School,Open-Active,6164938940,731 ADA DR SE,ADA,MI,493017502,Forest Hills Public Schools,"KG,1,2,3,4",
Ada Vista Elementary School,Open-Active,6164938970,7192 BRADFIELD AVE SE,ADA,MI,493019130,Forest Hills Public Schools,"KG,1,2,3,4",
Central High School,Open-Active,6164938700,5901 HALL ST SE,GRAND RAPIDS,MI,495463849,Forest Hills Public Schools,"9,10,11,12",
Central Middle School,Open-Active,6164938750,5810 ADA DR SE,ADA,MI,493017868,Forest Hills Public Schools,"7,8",
Central Woodlands 5/6 School,Open-Active,6164938790,400 ALTA DALE AVE SE,ADA,MI,493017818,Forest Hills Public Schools,"5,6",
Collins Elementary School,Open-Active,6164938900,4368 HEATHER LN SE,GRAND RAPIDS,MI,495462348,Forest Hills Public Schools,"KG,1,2,3,4",
Eastern High School,Open-Active,6164938830,2200 PETTIS AVE NE,ADA,MI,493019266,Forest Hills Public Schools,"9,10,11,12",
Eastern Middle School,Open-Active,6164938850,2200 PETTIS AVE NE,ADA,MI,493019266,Forest Hills Public Schools,"7,8",
Goodwillie Environmental School,Open-Active,6164938920,8400 2 MILE RD NE,ADA,MI,493018358,Forest Hills Public Schools,"5,6",
Knapp Forest Elementary School,Open-Active,6164938980,4243 KNAPP VALLEY DR NE,GRAND RAPIDS,MI,495259438,Forest Hills Public Schools,"KG,1,2,3,4,5,6",
Meadow Brook Elementary School,Open-Active,6164938740,1450 FOREST HILL AVE SE,GRAND RAPIDS,MI,495466230,Forest Hills Public Schools,"KG,1,2,3,4",
Northern High School,Open-Active,6164938600,3801 LEONARD ST NE,GRAND RAPIDS,MI,495253372,Forest Hills Public Schools,"9,10,11,12",
Northern Hills Middle School,Open-Active,6164938650,3775 LEONARD ST NE,GRAND RAPIDS,MI,495253369,Forest Hills Public Schools,"7,8",
Northern Trails 5/6 School,Open-Active,6164938990,3777 LEONARD ST NE,GRAND RAPIDS,MI,495253369,Forest Hills Public Schools,"5,6",
Orchard View Elementary School,Open-Active,6164938930,2770 LEFFINGWELL AVE NE,GRAND RAPIDS,MI,495253947,Forest Hills Public Schools,"KG,1,2,3,4,5,6",
Pine Ridge Elementary School,Open-Active,6164938910,3250 REDFORD DR SE,GRAND RAPIDS,MI,495467331,Forest Hills Public Schools,"KG,1,2,3,4",
Thornapple Elementary School,Open-Active,6164938920,6932 BRIDGEWATER DR SE,GRAND RAPIDS,MI,495469722,Forest Hills Public Schools,"KG,1,2,3,4",
Gateway Middle/High School,Closed,6164589646,311 State St SE,Grand Rapids,MI,495034312,Gateway Middle/High School,"7,8,9,10,11,12",
East Lee Campus,Open-Active,6162412661,982 LEE ST SW,WYOMING,MI,495097501,Godfrey-Lee Public Schools,"9,10,11,12",
Godfrey Elementary School,Open-Active,6162430533,1920 GODFREY AVE SW,WYOMING,MI,495091415,Godfrey-Lee Public Schools,"3,4,5",
Godfrey-Lee Early Childhood Ctr.,Open-Active,6164528703,961 JOOSTEN ST SW,WYOMING,MI,495091449,Godfrey-Lee Public Schools,"KG,1,2",
Lee Elementary School,Closed,6164528703,1335 Lee St SW,Wyoming,MI,495091357,Godfrey-Lee Public Schools,"KG-Part,1,2,3,4,5",
Lee High School,Open-Active,6164523296,1335 LEE ST SW,WYOMING,MI,495091357,Godfrey-Lee Public Schools,"9,10,11,12",
Lee Middle School,Open-Active,6164523296,1335 LEE ST SW,WYOMING,MI,495091357,Godfrey-Lee Public Schools,"6,7,8",
Godwin Heights Learning Center,Open-Active,6162522040,3529 DIVISION AVE S,GRAND RAPIDS,MI,495482124,Godwin Heights Public Schools,"9,10,11,12",
Godwin Heights Middle School,Open-Active,6162522070,111 36TH ST SE,GRAND RAPIDS,MI,495482203,Godwin Heights Public Schools,"5,6,7,8",
Godwin Heights Senior High School,Open-Active,6162522050,50 35TH ST SW,GRAND RAPIDS,MI,495482100,Godwin Heights Public Schools,"9,10,11,12",
North Godwin Elementary School,Open-Active,6162522010,161 34TH ST SW,GRAND RAPIDS,MI,495482171,Godwin Heights Public Schools,"KG,1,2,3,4",
